"id","profileName","text","date","title","rating","images","helpful","Style"
"R2UW141USE0PDE","Zao X Yang","
  Picture when watching videos, shows, etc. only shows on top left corner of tv screen.
","Reviewed in the United States on October 15, 2019","Doesn’t show of full screen",1,"https://images-na.ssl-images-amazon.com/images/I/71sQM7JhzmL.jpg","85","Roku Express HD"
"R3BQFMTSILWPHO","Maryland Dad","
  Initial impressions (which I will update after using the device for a few weeks)Yes, it was easy to hook into my TV.Yes, it seems to be easy to use and so far I am impressed with many of the features and content optionsBUT, they use dark patterns (evil tricks) to try to get you to input your credit card as part of the set-up process. Having a credit card is NOT needed for many of the features and content sites and they have obviously chosen to make it VERY frustrating for those users who would prefer not to give out their credit card information before choosing to make a first purchase. A simple ¨Skip this step for now¨ button  is all that they need. But they chose to hide that  feature and so they get a lousy review for having made their new device a pain to  use during set-up. Shame on you, Roku![Updated review]. After having owned this device for a while, I can say that it works great. Streaming via services like Disney+ works like a charm, and I continued to be impressed by the content on the Free Roku channel. If it was not for their sad attempts to trick you into putting your credit card into their registration system, I would give this 5 stars.
","Reviewed in the United States on November 2, 2019","Great, but Beware the dark patterns during sign-up!",4,"","71","Roku Express HD"
"R9UEG9JNE5YTF","mike couzens","
  let me start by saying I love Roku devices I feel they are better than Amazon fire sticks and fire TVs and they are nowhere near as costly as the other options on the market from Apple.Unfortunately we've had nothing but Problems with the YouTube app not displaying full resolution, problems with HDMI connection not working and problems with Wi-Fi to remedy these issues a hard reset or restart was required every time.also I paid $27 to pre-order this product at a discount of $3 from its normal price of $30 then the device less than two weeks later is on sale for $24 and its predecessor is on sale for $22So in summary this new Roku premiere is less capable has Wi-Fi issues, app issues, and HDMI connection issues and sells for more then the previous model which had none of these problems and was sold at a higher rate at pre-order price then it is currently being sold at the time of this review at $24, buy the older version Roku premiere at $22 to save yourself some headaches
","Reviewed in the United States on October 30, 2019","A step backwards",1,"https://images-na.ssl-images-amazon.com/images/I/61aOdPUs5LL.jpg","63","Roku Express HD"
"R13GJ9A27UQJ4A","Betsy Karasik","
  This lil device is great for the price. Set-up was not difficult even for a Luddite like me (just make sure you have your passwords to any streaming services handy). However, BEWARE, and apparently this happens a lot (you can google it), when given a code and prompted to register my device, I entered the URL on the screen in my mobile device web browser and clicked on the first website that came up, which turns out to be a scam website. Someone on that site with barely intelligible English told me I did not have a Roku account (I did) and that due to a lawsuit I would need to pay $70 to register my device. Luckily I hung up and went over to my desktop to enter the URL in the top, which took me to the Roku website where registration was free and easy. So far I am very impressed with the device; the loading of programs seems much faster than my old Roku player and the image quality is very good considering my ancient TV and slow DSL connection.
","Reviewed in the United States on November 12, 2019","Works great but BEWARE SCAMMERS WHEN REGISTERING",5,"","46","Roku Express HD"
"R1GGU9C2PO6SOR","#1Maddy","
  I love the new Roku! Word of advice, if you're going to use it for Amazon prime video, call Amazon to set it up. I was told by Roku that if I didn't register my Roku with them for $70 for 5 years or $100 for one time payment my Roku would not work, not even to use on Amazon prime, this is totally false..
","Reviewed in the United States on October 18, 2019","Love it but call Amazon if you're going to use it to watch prime video's!",5,"","40","Roku Express HD"
"RPOR8UP50TQPM","N. Nick","
  We needed to downsize our monthly cable bill so were returning the rented converter boxes and instead bought Roku Express.  Set up was very easy, the Roku system is very affordable (they have several different models to fit your needs) and the Express was all we really needed.  We continue to rent cable service and now have our Roku Express set up which was a very easy thing to do.  Now we not only get cable service (through the streaming system) but we get a lot of other free channels/shows/movies/tv that we didn't get before.  Another perk...no more ugly cables exposed as everything is plugged directly into the back of the tv.  Great reception with a reduced monthly cable bill.  We were so impressed that we now have all of our sets hooked up to Roku Express, even a smart tv that had no cable hookup located in our sunroom.  This is a great way to hook up a smart tv on your patio as well...you will just need one outlet for electrical hookup and Roku will do the rest.  Thanks Roku!
","Reviewed in the United States on October 25, 2019","Best investment to save $$ on our monthly cable bill!",5,"","33","Roku Express HD"
"R3R3GX7NJMVZFH","Y. Chiu","
  I have a number of Roku devices in my house but this one is really tiny and inexpensive.  It works extremely well.  I paired it with a video projector, (see attached), and basically have a portable HD movie machine capable of up to 176"".  The other image attached shows the quality of the picture on a 100"" screen.  You simply cannot beat the price of this Express unit.Other reviewers have reported some fee to register the device.  There is NO fee to register it with Roku.  I have on my account two Roku-3 units, one older Roku-2, this Roku Express and 3 Roku TVs, (none of which required any registration fee).The only caution before purchasing this device is that you have a good WiFi signal as this little unit does not have an Ethernet input jack.  It operates only via WiFi.
","Reviewed in the United States on February 22, 2020","Great Little Streamer - Another Roku Winner",5,"https://images-na.ssl-images-amazon.com/images/I/71KpuSAu3zL.jpg
https://images-na.ssl-images-amazon.com/images/I/71zaGkcqpZL.jpg","28","Roku Express HD"
"R32L4A3C81273H","Ken F.","
  Bought this to stream Amazon prime videos but unfortunately never used it because of the unreasonable (my opinion) set up data requirements.  Connection to my TV and WiFi network was easy. The unit powered up and the ""set up"" menu appeared as expected. The menu directs you to login to the Roku web site with a second device to activate your unit. The Roku site requires you set up a Roku account to activate your unit.This is where I ran into my issue with the device. To set up an account you MUST enter your name, your address, your gender, your date of birth and your credit card information. Gender, address and birthday info is irrelevant and none of their bloody business as far as I'm concerned. Credit card information is also irrelevant if I only use the free streaming videos.So, unless you don't mind providing personal information to a unknown entity on the internet don't waste your money on this item. It make work very well, what little I saw worked fine, but blindly providing unnecessary personal information on the internet to any entity is foolish.
","Reviewed in the United States on January 23, 2020","Device activation requires irrelevant, potentially sensitive,  personal information",1,"","31","Roku Express HD"
"R1TEFRR06MN51B","Lynda V","
  I cut the cord and have 3 different Roku players in my house - I love them allThere are a lot of FREE apps you can use with the ROKUif you pay for Amazon Prime there are a lot of free movies and shows to watch thru the RokuI pay for Philo which is a TV app with like 40 channels at $15 a monthand I pay for OAN a news app at $5 a monthand CBS all access app at $9 a monthso now I watch all the TV that I want for $29 a month instead of the $95+ I was paying to cable company!!!
","Reviewed in the United States on October 30, 2019","ROKU is affordable TV without the cost of cable",5,"","33","Roku Express HD"
"R3JUND95EUAQ68","Cesar Gonzalez","
  I bought the express 2019 to replace an old one that is still fully working. Alas, I was not able to activate the deviceon the Roku Server networks even though it successfully attached to my wireless network, I kept getting “error 1”.  I own 5Roku devices and never have any issues with them. Perhaps the most  frustrating issue was that I could not find any live helpfor the Installation. I think is time for me to start lookin at the Fire. I returned it to Amazon yesterday.
","Reviewed in the United States on October 18, 2019","Failed to activate",1,"","29","Roku Express HD"
"R2YRGOPIY9O8DD","Greg","
  i needed this only for amazon prime. i have satellite internet (i live in the country) with limited data. setup was easy, though roku will ask you what channels you subscribe to (i said none) what your interests are (i didn't select any) and what channels you want to add (they're free to add! - they don't tell you you'll pay for content). then it ignored all of that and spent fifteen minutes installing 30 channels on my device. between that the and immediate software update, it used 600 MB of my precious data. but wait, it gets worse! the amazon prime app on this device doesn't allow you to select streaming quality, so it was streaming at 1080p burning through 1.5 GB/hour of programming. also, the video and audio were out of sync and the app failed to connect about 75% of the time, telling me my internet connection was bad when every other app on the device could see the internet just fine. and then, of course, there's the constant advertising on the roku home screen. it's going back and i'll just buy dvds for the shows that come 'free' with my amazon prime subscription. cheaper in the long run and i can watch off line. oh, i wasted almost an hour with four different techs on amazon chat trying to fix the issues (they kept handing me off) to no avail. a lot of this may be amazon's fault (they've crossed the line to evil now), but bottom line is it doesn't do what i need.
","Reviewed in the United States on November 16, 2019","Didn't Work for Me at All",1,"","25","Roku Express HD"
"R1IWNXN8IS4NML","CW","
  Sooooo excited to have this!!!I just moved away from home and, admittedly, never had to worry about TV channels (I always just got on Netflix on my laptop anyways). But now that I’m on my own, I realized I now have a TV and A) had no idea how to stream to it and B) was getting tired of watching Netflix ALL the time but wasn’t ready to pay for cable. I know I’m extremely late in the game but I just didn’t realize just how many options are available to you with Roku!! (Maybe others as well? Not sure) so many free channels, but even if you want to pay for others it’s still so much cheaper than paying for cable aloneThe actual device is tiny and so easy to use. Comes with all HDMI/other cords you need. Comes with a sticky piece to attach smaller pieces where the remote points to your TV. The remote you can download as an app on your phone is also super handy and you can browse channels very easily - screenshots included. Such a great investment.
","Reviewed in the United States on September 25, 2020","SO many options available and extremely user friendly",5,"https://images-na.ssl-images-amazon.com/images/I/51ud9XjZilL.jpg
https://images-na.ssl-images-amazon.com/images/I/619O7eDs+WL.jpg
https://images-na.ssl-images-amazon.com/images/I/61DI8+3W0OL.jpg
https://images-na.ssl-images-amazon.com/images/I/61MGTyHsObL.jpg
https://images-na.ssl-images-amazon.com/images/I/61oVIe9elyL.jpg
https://images-na.ssl-images-amazon.com/images/I/71BzYUoyaeL.jpg
https://images-na.ssl-images-amazon.com/images/I/71TV-2bgGBL.jpg
https://images-na.ssl-images-amazon.com/images/I/71ZEsFkWKdL.jpg
https://images-na.ssl-images-amazon.com/images/I/71nP2xBAOpL.jpg","18","Roku Express HD"
"R25V6NSED44J2O","Amazon prime member","
  Easy set-up but I'm not a big fan of adding my credit card information if it's not necessary (and it wasn't). There should a skip this process option. We purchased this to replace one of our xfinity/Comcast boxes that we were renting...it did the job with the xfinity app. Very happy, we will be adding another one.
","Reviewed in the United States on October 14, 2019","Works great",4,"","31","Roku Express HD"
"R2YWN8N6MP537D","cmreese232","
  This is the second one I ordered, for an older model Vizio VOJ320F1A LCD HDTV.  It will not get a ""signal"" to my wifi and it says it is ""not supported"".  I contacted support who was very helpful and sent me a replacement.  They said it is compatible with my TV, but it is not.  I tried it on a newer model Vizio and it immediately connected to my wifi.  Unfortunately, it was not the TV that I wanted Roku on.  The old Roku  that I had is beginning to stop connecting to certain apps like You Tube and Amazon Prime Video, so I thought this would work, now I am at a loss.  I am not sure which one will work with my TV (which is working fine), so wanted to be able to watch movies on Prime Video.  If anyone has suggestions on which stream player that is compatible with this particular TV, I would be grateful.  I tried going into my computer to see if I could find it on the wifi search but it wasn't there.  So beware, it is not compatible with all HDTV's.
","Reviewed in the United States on November 14, 2019","It doesn't work for older Vizio models even if they say it is compatible",1,"","26","Roku Express HD"
"R378VBJLKI7Y4","Authentic Sustenance","
  I hooked it up correctly and nothing happens. The light in the roku is on, but my tv says “no signal” on that input.  And there is no customer service available for this device...jut a bunch of useless articles that you have to sift through. The applicable article was written for a moron and didn’t actually solve my problem. Disappointed. Angry. Returning.
","Reviewed in the United States on October 24, 2019","Junk with no customer service",1,"","24","Roku Express HD"
"R78VY5NEVVTUH","Adam Lambert","
  I have been using Hulu for several months but it kept my laptop tied up. I decided to try this as an alternative to buying another computer. I was totally shocked at the difference in picture quality and over all dependency of Hulu over the ROKU network. I was, also, surprised to realize Roku provided a number of shows and movies free of any additional charges. Yes, there are movies and shows you can rent but these are totally free. I highly recommend this to any one considering this option.
","Reviewed in the United States on November 1, 2019","VERY SURPRISED",5,"https://images-na.ssl-images-amazon.com/images/I/71htgbMdp9L.jpg","20","Roku Express HD"
"R1D8ZB5U4VUXB4","D. Kemp","
  The product description says ""Low cost, no extra fees: ... and there’s no monthly equipment fee""  But the activation website requires the user to divulge credit card and personal information and will not activate the device without it.  Scammers may ask for activation fees, but this demand for personal information is not from a scammer, it is on the legitimate Roku activation page.  There is no legitimate reason to demand payment info up front rather than when the user subscribes to paid content, which gives the impression that it being gathered for illegitimate reasons such selling Personally Identifiable Information to other companies.I have two other Roku devices and neither of them required a credit card; I'm returning this one for a refund.
","Reviewed in the United States on November 21, 2019","Returned - cannot use without credit card",1,"","21","Roku Express HD"
"RC1MVTDRY8TBT","C. Breslin Creates","
  Why in the world would an HD streaming unit only have single band wireless? So you literally cannot connect to the higher, faster 5 GHz wireless connections. This roku can’t stream consistently. It keeps cutting off and reloading. I’m returning.
","Reviewed in the United States on November 13, 2019","Buyer Beware! It’s only single band 2.4 GHz compatible.",1,"","23","Roku Express HD"
"R2IXH09GADBHE1","Trish87109","
  This is my third Roku. I was having difficulty with my second device seeming to need to buffer every few seconds and the remote not responding. I found some information online the gave tips on how to determine if it was the device itself or the remote and running through that process determined that the device itself had probably worn out. So I decided to get a new one and this version was just coming out the middle of October so I placed an advanced order and received it around the 15th. It was extremely easy to set up, except for the hassle of having to go online, enter code, verify etcetera. But once that was done I don't want her had problems with thanks I wanted to watch buffering constantly. And this device is so small it fits in the palm of my hand and I've got small hands.I live in a building built out of concrete and surrounded by a bunch of other concrete buildings. So my television reception is iffy. When I try to watch a channel through my antenna I'm just as likely as not to have the program cut off midstream. So I pretty much given up watching regular TV. But my Roku provides me with my entertainment.I would highly recommend this device for anyone needing a replacement for an old Roku or for someone just now taking the plunge to purchase a streaming device. My second one that this replaced is the only one that is actually worn out. I still have the first one that I purchased and use it in my studio. So these little devices have been great investments.
","Reviewed in the United States on October 25, 2019","LOVE Roku",5,"","16","Roku Express HD"
"R3O5GV65KE0S7K","dw10","
  I bought this for my second television and it is much faster than theRoku stick I have in the other television.  For the price, you can't beat it!  Extremely easy to set up and use.  No complaints.  I'm going to replace my Roku stick with this device.
","Reviewed in the United States on December 17, 2019","Fast Compared to Roku Stick",5,"","18","Roku Express HD"
"RA0XZ2AT3RKOL","Pam","
  I was extremely disappointed when after starting up Roku the code didn't go through gave me a number to call the person on the other side I could hardly understand about 20 other people talking in the background, all in all at the end of conversation I was asked to pay $100. for five years or $150. for forever. Roku never ask for any information or payment to them. Please Beware from this product!!!!
","Reviewed in the United States on November 19, 2019","Beware of spam",1,"","20","Roku Express HD"
"R25R2LLUJ0ECH1","Gloria Thomas","
  I bought a Roku through Amazon last year for my bedroom TV. I just recently bought another Roku from Amazon for my living room TV. I absolutely love them. I live in the US but I love British Murder mysteries. My Roku allows my to watch my British shows through 3 streaming channels I pay for and through multiple FREE channels only available through a Roku. And the best part I’m 70 years old and I hooked up both by myself in less than a minute! Best money I ever spent and surprisingly affordable! Highly recommend!
","Reviewed in the United States on October 26, 2019","Best money ever spent!",5,"","15","Roku Express HD"
"R3KK4JTG38CTA","bjjoggs","
  I purchased the Roku Express after hours of research on streaming products. I know streaming is old but it is new to me.  This is the first time that I have purchased a streaming device. First, I want to say the set up is quick and easy. I am not a computer geek however this took no time to complete. It included everything that I needed to set up.  All I did was connect the cables and plugin.Another thing is there is NO EXTRA CHARGE FOR Activation. The reason I say this is because quite a few people say that it is. Please read the instruction book and use the URL that will take you to Roku.com.  It should not take you to a google page.  If it does you are on the wrong page. If you use that site you will get a con artist. These people will say that you need to pay to activate.  THIS IS NOT TRUE.We are using the Roku in the bedroom. Soon as it was activated it was ready to use. I needed to purchase one for a second tv.  The remote that comes with it does not have a volume button. That just means you have to use your regular remote. Or you can make your phone a remote. That set up is so easy. There is plenty to stream for free or other streaming channels you have to purchase.Another thing is,  Roku activation does ask for a Credit Card. I do know a lot of people do not want to keep the Roku because of this. At first, I was apprehensive. But you put in a pin. This keeps that anything purchase I have to manually have to authorize it. That makes me feel safe. Any purchases on my credit card I will know right away on my telephone alert. I am finally ready to cut the cable cord. I am tired of paying $200 a month.  I am sure I will use Sling TV.  Make sure you have a good internet speed. Check how much your uploads are. Just know that  Roku itself has a channel for free movies. This little express powerhouse comes with so many movies and hours of entertainment. I am going to buy a second one for sure. Do not hesitate to buy it. Easy setup and hours of entertainment.
","Reviewed in the United States on May 27, 2020","So easy to set up and activation!!!!",5,"","10","Roku Express HD"
"R1GD6OZWJQD3ZT","R. Chaffin","
  Don't know how many people are like me. Finally had to replace my 1st generation Roku 2100X box that just kept chugging away until it stopped loading Amazon Prime. For $30.00 I figured I couldn't go wrong. First impression, I was right. Since I already had a Roku box attached to my TV, it was super easy to unplug the old one and plug in the new one. The ""box"" itself is super small. Luckily they include a double sided sticky strip that holds the device in place. Set up was also very easy. It automatically detected the Wi-Fi and then it walks you through all the steps on your TV screen. Adding channels also really easy. The interface is very different from the old version. But since I'm the last guy on the block to get to the party, this is obviously the new look. I don't need a lot of bells and whistles - just something that will do the job of streaming the channels I actually watch. So far, this is a winner.
","Reviewed in the United States on November 1, 2019","Great replacement for my old Roku device",5,"","14","Roku Express HD"
"R20RZO5R6MQCIY","linda f.","
  POOR CUSTOMER SERVICE. ROKU DOESN'T ANSWER THEIR PHONES. IT WAS NOT AN EASY SET UP.  COULDN'T GET ASSISTANCE TO SET UP SO IT WAS RETURNED.
","Reviewed in the United States on October 16, 2019","DISAPPOINTED",1,"","17","Roku Express HD"
"R98YMEOHFFFME","compiler","
  My 60"" Panasonic Plasma TV sits on a nice TV table.  I prefer to have my Roku device sitting on the TV table, not attached to the TV. I am reasonable tech literate. I was VERY surprised at the 2-foot length of the enclosed HDMI/HDMI chord. It  flat out wasn't long enough. Very annoying to have them skimp on the chord. Fortunately, I had a longer cable and used that one. Next issue: when I used my cable TV remote, it would change input from cable TV to Roku. I would have to disconnect the Roku every time. This is not acceptable!  Fortunately, I was able to solve it. On your Roku go to Settings/System/Control Other Devices. Choose One touch Play. Then uncheck that option. When checked, then any other remote will trigger a Roku input. That should really be unchecked by default!! There was also some additional pains to log in to each app (Netflix, Prime, Hulu, Apple-TV for me), but this is to be expected. Once the aforementioned issues  (which is why I gave it 4 stars instead of 5), it appears to be working very very well! Oh, and the IOS remote works great too
","Reviewed in the United States on November 10, 2019","Set-up not so easy--",4,"","17","Roku Express HD"
"R3KUHYJ7VO718G","K. Falls","
  What a piece of Junk. So I bought this because my horrible cable supplier in their infinite wisdom has decided that they only want to work on a Roku (Xfinity). Had it a total of a month. Guess what it updated last night. Guess what it doesn’t work anymore. Had to do a factory reset. I’ve been a loyal Apple TV owner for over 5 years. Guess what. This has never happened to me using their product. Never did I have to reset back to factory to actually get the product to work after a reset. If it wasn’t exactly one day over my return this POS would be going back. What junk. Stick with an Apple TV if you can.  Much better product. Yeah you definitely get what you pay for!
","Reviewed in the United States on December 17, 2019","Piece of JUNK",1,"https://images-na.ssl-images-amazon.com/images/I/711GX76gXBL.jpg","12","Roku Express HD"
"R3FAQG7RK9CQ4Z","bob","
  needed a device to sling with (none of my existing devices could)- this thing has a media player built in which is a little more sexy than the one my set has, also a wireless capability that my old set did not have so yeah the device really whipped into shape my lovable old tv:)well, after about a month of use I have to say this roku express is definitely the LEAST robust wireless device in my home. located in the same place as a couple of smart tvs and a wireless computer the roku seems to have significant streaming issues - the connection check always passes but still lots of issues - while my other devices still perform without problems - don't know if I should be mad at roku or sling for making me get the device in the first place...boo hoo :)still seeing streaming issues - don't really know what the issue is - may not be the roku device, could be the sling service(that is what i am using when i see the problems) or it could be spectrum isp ...just can't tell - beginning to believe it is probably the sling service - both roku and spectrum have been at it longer?whatever,think i must have been having ISP issues - everything looks real good today and i am finding extra stuff to access through the ROKU - back to 5 stars:)nope...back to one star rating - just can't get reliable video streaming, i am now streaming sling and amazon prime thru a windows pc which seem to work just fine - not as convenient but reliable - amazon music still seems to stream basically ok and the media player for intranet content seems to work ok - just seems like my internet does not like the ROKU...so again, it may work for you just not for me...ok, like the 6th update to this review - i moved an electric floor fan away from the Roku area - internet streaming seems flawless now - electric interference? (remember what turning on a vacuum cleaner did to antenna tvs?)so at worst the Roku is more subject to interference but overall is a good product - i hope this review is finally over:)
","Reviewed in the United States on December 6, 2019","Make an old smart tv smarter",4,"","1","Roku Express HD"
"R1NT7U4FOM0B8H","Matt","
  I've been a Roku user since 2008.  There have been some ups and downs, but overall it's been a very positive 11+ year experience.This device, however, is absolutely terrible.  The picture is constantly pixelated with terrible artifacting.  The picture quality makes everything completely unwatchable.  It reboots randomly.  I've had it plugged in for less than an hour and it's rebooted itself about 8 times.This roku is the most unusable in the product line.  I'm switching back to my Roku 2 XS for now.  That thing was pretty solid (at least compared to this).I would not recommend this to anyone.  It's a complete waste of money.  Spend the extra and get one of the higher end devices.  You get what you pay for, I suppose.
","Reviewed in the United States on November 15, 2019","Really gone downhill.  Completely unwatchable.",1,"","15","Roku Express HD"
"R242BR41M1RFTB","John E","
  I own or have owned nearly every version of Roku. I find this box for the price to be a very good deal. Compared to my Ultra or 4k streaming Roku stick, it's performance is acceptable. Yes, the higher priced ones are nicer, include things like headphone jacks, better wifi, etc. But for the price, this one performs above expectations, is easy to set up, and is a great value. The only thing really lacking is the ability to program the TV on/off and volume, I assume that feature was left off for price purposes.
","Reviewed in the United States on October 16, 2019","Best for the price.",5,"","12","Roku Express HD"
